aaas	74	1	1.9138138523837167	0.21923581253569688
ability	73	1	1.9138138523837167	0.21316941754760485
abstract	8	1	1.4313637641589874	0.22782349911053199
abstract	40	1	1.4313637641589874	0.2417384234872121
abstract	62	1	1.4313637641589874	0.1789824130883607
abstracted	8	1	1.9138138523837167	0.30461283107334264
abstracting	67	1	1.9138138523837167	0.31782351536694264
abstracts	6	1	1.9138138523837167	0.2420041824315266
accents	77	1	1.9138138523837167	0.21356524462710577
acceptable	38	1	1.9138138523837167	0.22423385567488688
access	1	2	1.4313637641589874	0.10696364324615651
access	62	2	1.4313637641589874	0.1789824130883607
access	81	1	1.4313637641589874	0.16069734460659346
accessory	38	1	1.9138138523837167	0.22423385567488688
accomplished	4	1	1.3010299956639813	0.1548007895205279
accomplished	11	1	1.3010299956639813	0.12468456022836596
accomplished	54	1	1.3010299956639813	0.1308259764084343
accomplished	80	1	1.3010299956639813	0.15689985686975813
accomplishment	59	1	1.9138138523837167	0.21481570730787103
accomplishments	50	1	1.9138138523837167	0.21616669941720892
accreditation	10	1	1.9138138523837167	0.2838331603017213
accrediting	10	1	1.9138138523837167	0.2838331603017213
accuracy	46	1	1.9138138523837167	0.2171898712791199
accurate	78	1	1.9138138523837167	0.2288798414877746
achieves	62	1	1.9138138523837167	0.23930955224567368
activities	26	1	1.9138138523837167	0.2364806293831004
actual	1	1	1.9138138523837167	0.14301640664083942
addition	19	1	1.6127838567197355	0.17283404190672721
addition	69	1	1.6127838567197355	0.2020932364960575
additions	43	1	1.6127838567197355	0.23534112097728144
additions	58	1	1.6127838567197355	0.14467274225777885
adequate	5	1	1.9138138523837167	0.23707808447997128
administrative	36	1	1.9138138523837167	0.2055510502579768
administrators	46	1	1.9138138523837167	0.2171898712791199
adopted	49	1	1.9138138523837167	0.2432066001878871
adoption	79	1	1.9138138523837167	0.23228025914050765
advanced	40	1	1.9138138523837167	0.32321786753841575
advantage	63	1	1.9138138523837167	0.21676992070755727
advantages	1	1	1.9138138523837167	0.14301640664083942
advice	6	1	1.9138138523837167	0.2420041824315266
advisory	53	1	1.9138138523837167	0.2574653917389793
aerospace	7	1	1.6127838567197355	0.20682473582487615
aerospace	40	1	1.6127838567197355	0.2723778795519026
agencies	13	1	1.6127838567197355	0.21969029007615545
agencies	24	1	1.6127838567197355	0.20902200663857087
agriculture	59	1	1.9138138523837167	0.21481570730787103
aid	54	1	1.6127838567197355	0.16217460281032098
aid	80	1	1.6127838567197355	0.19449632762082558
aids	58	1	1.9138138523837167	0.17167625844074344
air	12	1	1.9138138523837167	0.29454637499232905
algorithm	50	1	1.9138138523837167	0.21616669941720892
allowable	68	1	1.9138138523837167	0.2381635604335563
allowing	36	1	1.9138138523837167	0.2055510502579768
alphabetic	63	1	1.6127838567197355	0.18267347595176178
alphabetic	78	1	1.6127838567197355	0.192878587967313
alphanumeric	73	1	1.9138138523837167	0.21316941754760485
alternate	75	1	1.9138138523837167	0.2533078568013992
american	9	1	1.9138138523837167	0.28727376763867807
amounts	78	1	1.9138138523837167	0.2288798414877746
analog	18	1	1.6127838567197355	0.18794072688368849
analog	29	1	1.6127838567197355	0.18864312232191435
analysis	9	1	1.3010299956639813	0.19529161010084917
analysis	23	2	1.3010299956639813	0.18136087077847593
analysis	39	1	1.3010299956639813	0.16518627125845572
analysis	75	1	1.3010299956639813	0.17220124069302656
analytic	39	1	1.9138138523837167	0.24298884361748074
analytical	29	1	1.9138138523837167	0.22385381596694262
analyzed	2	1	1.9138138523837167	0.2188297913899563
anderson	26	1	1.9138138523837167	0.2364806293831004
answer	33	1	1.9138138523837167	0.25674576156643236
apparatus	38	1	1.9138138523837167	0.22423385567488688
apparently	71	1	1.9138138523837167	0.21559569804587586
applicability	39	1	1.9138138523837167	0.24298884361748074
application	7	1	1.9138138523837167	0.24542907147044676
applications	2	1	1.9138138523837167	0.2188297913899563
applied	77	1	1.9138138523837167	0.21356524462710577
appraisals	65	1	1.9138138523837167	0.23483865939233872
appreciation	51	1	1.9138138523837167	0.2727161902691189
approach	60	1	1.9138138523837167	0.22170944919226301
approximately	57	1	1.9138138523837167	0.2357831152488573
april	31	1	1.9138138523837167	0.2865749592756336
area	44	1	1.6127838567197355	0.16780961243481743
area	80	2	1.6127838567197355	0.19449632762082558
areas	5	1	1.3010299956639813	0.16116807746940642
areas	45	1	1.3010299956639813	0.25192977135294525
areas	69	1	1.3010299956639813	0.16302827034551393
areas	80	1	1.3010299956639813	0.15689985686975813
argued	27	1	1.9138138523837167	0.2701946718738895
arrive	5	1	1.9138138523837167	0.23707808447997128
arthur	39	1	1.9138138523837167	0.24298884361748074
article	25	1	1.9138138523837167	0.22532466502217444
articles	71	1	1.6127838567197355	0.18168395058564768
articles	75	1	1.6127838567197355	0.21346424142595313
arts	16	1	1.9138138523837167	0.1473893617553004
aspects	7	1	1.4313637641589874	0.1835592730904474
aspects	9	1	1.4313637641589874	0.21485541077011125
aspects	33	1	1.4313637641589874	0.19202315797320918
assigned	62	1	1.9138138523837167	0.23930955224567368
assigning	64	1	1.9138138523837167	0.2672191286369157
assistant	59	1	1.9138138523837167	0.21481570730787103
association	38	1	1.9138138523837167	0.22423385567488688
attaining	20	1	1.9138138523837167	0.3588825330867912
attempt	9	1	1.9138138523837167	0.28727376763867807
attempted	60	1	1.9138138523837167	0.22170944919226301
attracting	72	1	1.9138138523837167	0.2551974655551094
author	15	2	1.4313637641589874	0.12003528722732511
author	38	1	1.4313637641589874	0.16770712329776635
author	69	1	1.4313637641589874	0.17936001436076973
automatic	2	1	1.3010299956639813	0.148762703430439
automatic	7	1	1.3010299956639813	0.16684516281105327
automatic	41	1	1.3010299956639813	0.1989951290486522
automatic	70	1	1.3010299956639813	0.1962338245662418
automatically	16	1	1.3010299956639813	0.10019677746954057
automatically	25	1	1.3010299956639813	0.15317798415538414
automatically	61	1	1.3010299956639813	0.18551216372251034
automatically	70	1	1.3010299956639813	0.1962338245662418
automating	11	1	1.9138138523837167	0.18341086626649009
automation	11	1	1.4313637641589874	0.13717513205366197
automation	33	1	1.4313637641589874	0.19202315797320918
automation	47	2	1.4313637641589874	0.21515260793850252
availability	13	1	1.9138138523837167	0.2606960124446528
avoid	52	1	1.9138138523837167	0.26253225222338744
awareness	6	1	1.4313637641589874	0.18099775852074684
awareness	15	1	1.4313637641589874	0.12003528722732511
