-	11	1	-	0.1543033499620919
/	55	1	-	0.31622776601683794
//	57	1	-	0.1796053020267749
/current	15	1	-	0.13483997249264842
/final/	60	1	-	0.19245008972987526
/hard	55	1	-	0.31622776601683794
/information	60	2	-	0.19245008972987526
/letters	4	1	-	0.1889822365046136
/letters/	4	1	-	0.1889822365046136
/medical	57	1	-	0.1796053020267749
/relevance	27	1	-	0.22360679774997896
/short/	75	1	-	0.20412414523193154
/significant/	16	1	-	0.125
/zip/	42	1	-	0.1889822365046136
1	1	1	-	0.10314212462587934
1	26	1	-	0.18257418583505536
1	66	1	-	0.17149858514250882
10	54	1	-	0.1690308509457033
1000	57	1	-	0.1796053020267749
12	74	1	-	0.18257418583505536
120000	48	1	-	0.19611613513818404
12200	57	1	-	0.1796053020267749
1401	1	1	-	0.10314212462587934
1401	48	1	-	0.19611613513818404
1401	69	1	-	0.18257418583505536
1950	48	1	-	0.19611613513818404
1951-62	35	1	-	0.20412414523193154
1958	37	1	-	0.2
1959	11	1	-	0.1543033499620919
1963	31	1	-	0.23570226039551587
2	1	1	-	0.10314212462587934
2	25	1	-	0.18257418583505536
2	26	1	-	0.18257418583505536
2	66	1	-	0.17149858514250882
22	25	1	-	0.18257418583505536
2200	57	1	-	0.1796053020267749
2300	57	1	-	0.1796053020267749
24-hour	1	1	-	0.10314212462587934
3	1	2	-	0.10314212462587934
3	25	1	-	0.18257418583505536
3	38	1	-	0.1889822365046136
3	66	1	-	0.17149858514250882
30	74	1	-	0.18257418583505536
4	1	1	-	0.10314212462587934
4	66	1	-	0.17149858514250882
43-page	25	1	-	0.18257418583505536
47	38	1	-	0.1889822365046136
48	26	1	-	0.18257418583505536
4800000	78	1	-	0.1889822365046136
5	1	2	-	0.10314212462587934
5	38	1	-	0.1889822365046136
50	75	1	-	0.20412414523193154
5000	48	1	-	0.19611613513818404
6	1	1	-	0.10314212462587934
6	25	1	-	0.18257418583505536
6700	57	1	-	0.1796053020267749
7040	48	1	-	0.19611613513818404
7070	48	1	-	0.19611613513818404
800	14	1	-	0.15249857033260467
9	48	1	-	0.19611613513818404
:	1	1	-	0.10314212462587934
:	5	1	-	0.19611613513818404
:	17	1	-	0.16222142113076254
:	26	1	-	0.18257418583505536
:	36	1	-	0.16666666666666666
:	41	1	-	0.22360679774997896
:	66	1	-	0.17149858514250882
aaas	74	1	-	0.18257418583505536
ability	73	1	-	0.17677669529663687
abstract	8	1	-	0.22941573387056174
abstract	40	1	-	0.2182178902359924
abstract	62	1	-	0.1889822365046136
abstracted	8	1	-	0.22941573387056174
abstracting	67	1	-	0.23570226039551587
abstracts	6	1	-	0.18257418583505536
accents	77	1	-	0.1889822365046136
acceptable	38	1	-	0.1889822365046136
access	1	2	-	0.10314212462587934
access	62	2	-	0.1889822365046136
access	81	1	-	0.18257418583505536
accessory	38	1	-	0.1889822365046136
accomplished	4	1	-	0.1889822365046136
accomplished	11	1	-	0.1543033499620919
accomplished	54	1	-	0.1690308509457033
accomplished	80	1	-	0.19245008972987526
accomplishment	59	1	-	0.17149858514250882
accomplishments	50	1	-	0.19245008972987526
accreditation	10	1	-	0.22941573387056174
accrediting	10	1	-	0.22941573387056174
accuracy	46	1	-	0.18569533817705186
accurate	78	1	-	0.1889822365046136
achieves	62	1	-	0.1889822365046136
activities	26	1	-	0.18257418583505536
actual	1	1	-	0.10314212462587934
addition	19	1	-	0.1796053020267749
addition	69	1	-	0.18257418583505536
additions	43	1	-	0.19611613513818404
additions	58	1	-	0.14586499149789456
adequate	5	1	-	0.19611613513818404
administrative	36	1	-	0.16666666666666666
administrators	46	1	-	0.18569533817705186
adopted	49	1	-	0.20412414523193154
adoption	79	1	-	0.18569533817705186
advanced	40	1	-	0.2182178902359924
advantage	63	1	-	0.18257418583505536
advantages	1	1	-	0.10314212462587934
advice	6	1	-	0.18257418583505536
advisory	53	1	-	0.20851441405707477
aerospace	7	1	-	0.18257418583505536
aerospace	40	1	-	0.2182178902359924
agencies	13	1	-	0.22941573387056174
agencies	24	1	-	0.1889822365046136
agriculture	59	1	-	0.17149858514250882
aid	54	1	-	0.1690308509457033
aid	80	1	-	0.19245008972987526
aids	58	1	-	0.14586499149789456
air	12	1	-	0.22360679774997896
algorithm	50	1	-	0.19245008972987526
allowable	68	1	-	0.19245008972987526
allowing	36	1	-	0.16666666666666666
alphabetic	63	1	-	0.18257418583505536
alphabetic	78	1	-	0.1889822365046136
alphanumeric	73	1	-	0.17677669529663687
alternate	75	1	-	0.20412414523193154
american	9	1	-	0.2182178902359924
amounts	78	1	-	0.1889822365046136
analog	18	1	-	0.2
analog	29	1	-	0.2
analysis	9	1	-	0.2182178902359924
analysis	23	2	-	0.2182178902359924
analysis	39	1	-	0.21320071635561041
analysis	75	1	-	0.20412414523193154
analytic	39	1	-	0.21320071635561041
analytical	29	1	-	0.2
analyzed	2	1	-	0.18569533817705186
anderson	26	1	-	0.18257418583505536
answer	33	1	-	0.2
apparatus	38	1	-	0.1889822365046136
apparently	71	1	-	0.18257418583505536
applicability	39	1	-	0.21320071635561041
application	7	1	-	0.18257418583505536
applications	2	1	-	0.18569533817705186
applied	77	1	-	0.1889822365046136
appraisals	65	1	-	0.19611613513818404
appreciation	51	1	-	0.21320071635561041
approach	60	1	-	0.19245008972987526
approximately	57	1	-	0.1796053020267749
april	31	1	-	0.23570226039551587
area	44	1	-	0.1690308509457033
area	80	2	-	0.19245008972987526
areas	5	1	-	0.19611613513818404
areas	45	1	-	0.2886751345948129
areas	69	1	-	0.18257418583505536
areas	80	1	-	0.19245008972987526
argued	27	1	-	0.22360679774997896
arrive	5	1	-	0.19611613513818404
arthur	39	1	-	0.21320071635561041
article	25	1	-	0.18257418583505536
articles	71	1	-	0.18257418583505536
articles	75	1	-	0.20412414523193154
arts	16	1	-	0.125
aspects	7	1	-	0.18257418583505536
aspects	9	1	-	0.2182178902359924
aspects	33	1	-	0.2
assigned	62	1	-	0.1889822365046136
assigning	64	1	-	0.21320071635561041
assistant	59	1	-	0.17149858514250882
association	38	1	-	0.1889822365046136
attaining	20	1	-	0.30151134457776363
attempt	9	1	-	0.2182178902359924
attempted	60	1	-	0.19245008972987526
attracting	72	1	-	0.2182178902359924
author	15	2	-	0.13483997249264842
author	38	1	-	0.1889822365046136
author	69	1	-	0.18257418583505536
automatic	2	1	-	0.18569533817705186
automatic	7	1	-	0.18257418583505536
automatic	41	1	-	0.22360679774997896
automatic	70	1	-	0.21320071635561041
